model_key,projection,silhouette_sentiment,silhouette_topic_proxy,delta_topic_minus_sentiment,n_rows
openclip_text,PCA,0.0457342155277729,-0.07121364772319794,-0.11694786325097084,36567
openclip_text,UMAP,-0.06986390054225922,-0.1614791750907898,-0.09161527454853058,36567
openclip_text,tSNE,-0.013458142057061195,-0.11851987987756729,-0.1050617378205061,36567
