model_key,seed,k,silhouette_cosine,calinski_harabasz,davies_bouldin,inertia,fit_rows,eval_rows
openclip_text,11,8,0.2173348069190979,1516.6737925624743,2.414553608613354,674.7040405273438,15000,8000
openclip_text,21,8,0.2170374393463134,1516.6075273921133,2.40997903185952,674.705078125,15000,8000
openclip_text,42,8,0.216979518532753,1516.620276927543,2.41008496053289,674.7052612304688,15000,8000
openclip_text,84,8,0.2163056284189224,1516.602139791191,2.41055147026079,674.7044677734375,15000,8000
