model_key,projection,silhouette_sentiment,silhouette_topic_proxy,delta_topic_minus_sentiment,n_rows
bertimbau,PCA,0.07372699677944183,-0.10214623808860779,-0.17587323486804962,36567
bertimbau,UMAP,0.053428079932928085,-0.24629496037960052,-0.2997230403125286,36567
bertimbau,tSNE,0.12043885141611099,-0.17430979013442993,-0.2947486415505409,36567
