cluster_id,count,ratio,model_key
0,3679,0.10060983947274865,bertimbau
1,8573,0.23444635873875352,bertimbau
2,2551,0.06976235403505893,bertimbau
3,4776,0.13060956600213308,bertimbau
4,6816,0.18639757158093362,bertimbau
5,4059,0.11100172286487817,bertimbau
6,6113,0.16717258730549403,bertimbau
