model_key,seed,k,silhouette_cosine,calinski_harabasz,davies_bouldin,inertia,fit_rows,eval_rows
bertimbau,11,8,0.3849817514419555,1333.0732738051126,3.008062043010275,3243.102783203125,15000,8000
bertimbau,21,8,0.3847444057464599,1332.945974882873,3.0081637349181563,3243.062744140625,15000,8000
bertimbau,42,8,0.3853902816772461,1332.8949404914708,3.0221624586000417,3243.2431640625,15000,8000
bertimbau,84,8,0.3848346769809723,1330.1224650301028,3.0466976608461867,3252.937744140625,15000,8000
