model_key,review_id,topic_proxy
bertimbau,f99ff17e430a53efe61d359faa3b425e,product
bertimbau,169f34e00e26eea55ba60c7b19170e66,support
bertimbau,3ddeab8903b5a44dc3fc4d34b3a476f3,other
bertimbau,cd9125d39cfcb70ed3967732642e4864,product
bertimbau,1aab39030ff449c992217a3b137539eb,other
bertimbau,727e90447c06918e0d7a7a6d0db040c1,other
bertimbau,11d080870bba1f6ee139bd07dc192d2e,delivery
bertimbau,9a2056d86f12c153d8fbc8d9005e6ac8,delivery
bertimbau,8c8ec6ed4210b3d764d3dd3bbe9e87d9,delivery
bertimbau,2acc7c2cb1cc5ecf180610f8f505af5b,product
bertimbau,185ddd533ae43daef9e6e905f5bd0207,other
bertimbau,7a845d0d61a2195360d6856d4f0bbaa8,delivery
bertimbau,0643e09decfa0910bdc5645ff1914b3c,delivery
bertimbau,fb9c35dd3f4294381b42154f21186e83,delivery
bertimbau,2464e0bf2ea1b52aa5552b70e5a10dfa,other
bertimbau,9ee1b9577cf8288c192d2060101e1db4,other
bertimbau,70d2258489cae12a65d36c8c09fd54c1,delivery
bertimbau,e0dc4bf3a60093ee76994fe44150a25c,other
bertimbau,9ffe2034f40d65f5541cfecbd8156e86,delivery
bertimbau,7c01583ff2055c3fd37cd3666fa0865a,delivery
bertimbau,1aa5d3f38b359bc5103fcbdcb2c77223,delivery
bertimbau,e93caf1e1d6e84cc001518f2d191eb5b,product
bertimbau,152ffa9780fe798c8e669cd233937853,delivery
bertimbau,80877ac989fee57cd52b92256f3d11a0,delivery
bertimbau,90018c08b2ca29dddcf499cfa5ec54d8,delivery
bertimbau,16c4cbab64fb7841bfe489dde62cfb17,delivery
bertimbau,ad7204cd98f8e23ff0baddf143a767cd,delivery
bertimbau,9dafbd3be0c9b24bef2379b68a563802,support
bertimbau,3171979b1a7f31c323c2807e85246b47,delivery
bertimbau,3290358432db6915f973e6b11fa1460b,delivery
bertimbau,4fe147835743747f5c1ceff423fc0330,delivery
bertimbau,75821c5c8a5c0c6eac2f4c92a9c1fdd6,delivery
bertimbau,317a22fbeac23df2d0e098bf85ab709b,other
bertimbau,de7648e683482829b3ac3ba3a4ae64a0,delivery
bertimbau,4cb1244eb3e77c0e12d932664e701c7a,delivery
bertimbau,560effdc2aaba0ed5d37ed8a98cc6af2,support
bertimbau,397f27a0d2936d02d3447864e0398414,delivery
bertimbau,8ec042451b89064557a26251a05b9549,product
bertimbau,d6050b36487220bdaccd334bb5ef4743,delivery
bertimbau,d8d62030afbc777000b61bdfc7312939,other
bertimbau,7b9ea09f44cf4f5e243a350fa70eab48,delivery
bertimbau,9ce22b6350befec73bf15364d70588ab,other
bertimbau,99b5afdcda45e1f9c9f0dc0292b61f1c,product
bertimbau,13e80f4d3fe96747729573b4a95484ab,delivery
