x,y,cluster,sentiment,topic_proxy,review_id,model_key,dataset_key
35.220016,75.00966,1,negative,product,bfd1c687738141ef5861a1a1269ca855,bertimbau,olist
38.519863,-6.692134,6,negative,delivery,6724babb3b9952660bc345b5f5a4db07,bertimbau,olist
31.509508,72.70167,2,neutral,product,c5efc0219f2949a8f81d5e8b39b9ca0c,bertimbau,olist
8.832965,7.2525196,1,positive,delivery,830cc72c5691e78c2cde500865e21e65,bertimbau,olist
-53.858486,27.605963,4,positive,other,8a310b56e4d05a7786d23986a1a49ae9,bertimbau,olist
-67.902565,53.715435,3,positive,product,d44b85fda6987ad606e1b7c62dd481e4,bertimbau,olist
34.419434,64.42658,1,neutral,product,5c1ba09de5c746017d406bd2cfefeca3,bertimbau,olist
38.305584,-56.481453,6,positive,other,700135724fcdc3170960fd95b8fb5904,bertimbau,olist
26.376797,85.10619,0,negative,other,b54c1776f5955ced2f54c711c665a025,bertimbau,olist
-45.450237,23.294008,3,positive,delivery,264527c876f418e7b43e09f0079942e2,bertimbau,olist
4.429901,-29.755787,5,positive,other,d6c0b888949f0c3f236d67f588913930,bertimbau,olist
85.5215,-34.279865,6,negative,refund,f4d2c6ed9bebda9d41573e30f3d629b5,bertimbau,olist
-10.27997,-72.0729,5,positive,product,91283389ca8846dd242990c799a85f5e,bertimbau,olist
25.51506,-39.698666,0,positive,other,5159ec80ded330546c2f4a3d23c911d2,bertimbau,olist
1.7064303,18.468546,1,positive,product,308400be88a43702db20fbb71b6cff74,bertimbau,olist
0.20711593,-18.209925,4,positive,product,557d0e6fe3a03460bb041cd5b3f7427d,bertimbau,olist
-34.286797,-2.5609958,4,positive,delivery,513f392b12d02aef2c303846b4710eb6,bertimbau,olist
44.418823,18.142124,1,negative,product,341ccd0a62b82793121e9ebdd1eafaf9,bertimbau,olist
-84.22857,29.122814,3,positive,delivery,396ca63a1ddba5ae532c35316166b90f,bertimbau,olist
-24.660961,-95.99958,5,positive,other,6d1e743b69d68d1864f8cb45e74be0d2,bertimbau,olist
50.417057,-66.83626,6,neutral,other,0272d07f5d34a8c3d31272e7ff967e7b,bertimbau,olist
79.710236,-30.790085,6,negative,refund,320ae91d4c5cb8164c168fc68392a5fb,bertimbau,olist
-11.031475,-74.028404,5,positive,product,80d8874af03512892908e3910ca8ed00,bertimbau,olist
1.1761268,-10.507412,4,positive,product,6d7d0a5e33c92adf782b137720eeefa6,bertimbau,olist
-12.34189,51.64557,0,positive,other,5f8ed42b9eee8adbd7344caca4ca507e,bertimbau,olist
1.347875,-33.39326,5,positive,other,e5a35475f7efa7f6abac5febba3fb464,bertimbau,olist
82.45863,12.232128,1,negative,delivery,b92b5b1122f1298b87bc7882115db417,bertimbau,olist
38.19279,-60.538887,6,neutral,other,f922b9d00a755863556181c1a366193d,bertimbau,olist
-19.787756,-39.381283,6,positive,delivery,49f6f0bbf53f6d961deefc4d2fb0a6cd,bertimbau,olist
44.067398,26.921217,1,neutral,delivery,7c43af1205ff01c2b95065b2b02b3343,bertimbau,olist
-19.514433,-17.364002,4,positive,product,6b15d200f47b4e13b03d237fd0b1894e,bertimbau,olist
-91.58613,-44.504894,2,positive,support,c25f2dc8ab33facf7a72f76c8a47d75a,bertimbau,olist
45.83731,-61.209435,6,negative,other,f8499130452fd0f108a9a24454f51c32,bertimbau,olist
18.063408,-28.927666,6,positive,other,72093b147d797e6abbdf569bf07bf57f,bertimbau,olist
-32.392387,-17.59128,4,positive,delivery,4292f07bf6cb46aa563a430e6d9cf10b,bertimbau,olist
71.23536,50.41168,4,positive,delivery,1545c0d2c381662ba869e91e4c1aaca1,bertimbau,olist
-23.140371,29.096718,4,positive,product,032cfb72d792d30b6181b482d85f8d1a,bertimbau,olist
-80.00499,61.093605,3,positive,delivery,67c79a3a4b7d8e4fc8590fb8ca4d3f8a,bertimbau,olist
-14.935824,-48.04812,4,positive,delivery,5fdcb2a2c4de7fbbf5715788535f4a96,bertimbau,olist
67.34852,-13.67602,1,negative,product,8eaebf463e205cdcc126801ca343a33f,bertimbau,olist
-24.609962,-0.5289105,4,positive,delivery,90febfe6ab599694729eaba46be1d3ad,bertimbau,olist
44.50953,-63.09736,6,negative,other,5fd2d6fbe0e63511703a80078e938be5,bertimbau,olist
67.213745,21.347301,1,negative,product,ed2842d0aa7ac6285c7547d17f17da4d,bertimbau,olist
-10.842808,80.24756,3,negative,product,9a8d24623d56c13f950247baa73f4c80,bertimbau,olist
26.904837,27.323637,1,neutral,other,4b4f1f1ad3fcac5ed98109ed67b1d072,bertimbau,olist
-80.0178,10.555616,3,positive,delivery,6d5cbd66b8b52a035e44276fdda28797,bertimbau,olist
-23.541204,45.592064,2,positive,product,f74dd1cc5d081bff126d062eec26f695,bertimbau,olist
30.005487,-42.17264,2,neutral,product,9d14b1424ca737608bc50f9d3c1a78bb,bertimbau,olist
11.000153,73.80684,0,negative,other,9ba260ed7e6a228e5e9910e035a70c7f,bertimbau,olist
-30.020967,-40.26883,4,positive,delivery,a3d308c5563d93a99c7896bf7ff94e80,bertimbau,olist
-53.13882,-90.49274,5,positive,other,3f71ee62eb5acdc9b5121f6d99901583,bertimbau,olist
-78.59204,-64.190895,5,positive,product,668aad714767396c2b7d949a27913bb7,bertimbau,olist
-59.00379,-31.867727,4,positive,delivery,ddda0fa55fc550a8f14f6ae00652fcf9,bertimbau,olist
44.157207,-20.600903,6,negative,product,699b866b71b5ad31f1faa2b1ab4fe1a6,bertimbau,olist
73.52608,72.98645,1,negative,other,73a58bd10f2667a04ee95df0071d5988,bertimbau,olist
5.660931,-23.881529,5,positive,other,30a4f0f115950517b46d48046b609bd1,bertimbau,olist
41.230972,-51.218666,6,positive,delivery,16e2b94c7b6c1107c0abec3a77ae3afa,bertimbau,olist
100.17179,26.69115,1,negative,other,41b377e06cb52feb5630c3ce360cd8cd,bertimbau,olist
-17.198893,-71.60005,4,positive,product,cea53cba54c5c3a5d28db7b0bb013ace,bertimbau,olist
-50.4685,41.336487,3,positive,delivery,19910e37f2130c56f553edfbdc0c65fb,bertimbau,olist
-13.580516,-44.576965,4,positive,delivery,4564316d686dc211b70511906d579588,bertimbau,olist
72.95963,46.59917,1,negative,delivery,1ff86f2ca823caab2e02507d2633081d,bertimbau,olist
-32.403183,-5.329185,4,positive,delivery,179ac76606aa67e8f50238e3bb1d8933,bertimbau,olist
32.531345,53.943745,1,negative,product,d49137ea593f67aa74446503e88aa91d,bertimbau,olist
-54.211987,-64.9941,5,positive,other,4fa8392da03c452f77faa3f2952fa346,bertimbau,olist
59.295414,16.924631,1,negative,product,d3b4d016ccfc708c50866b550f903b9d,bertimbau,olist
-35.47988,13.150762,3,positive,delivery,1708bf606fae9970482894dabb9e2fa8,bertimbau,olist
-2.9261575,-78.368126,5,positive,product,cbd63dc4f83043f2714e48fe8a83957d,bertimbau,olist
-23.108006,6.8430767,4,positive,delivery,c1f198cdce8b992a9cddc3aaba11e689,bertimbau,olist
55.55696,39.212326,1,negative,delivery,19074f5809403265fc47263ea93325ee,bertimbau,olist
41.955383,47.15676,1,negative,product,c54629f4fc4dcf65a10efb35322ec769,bertimbau,olist
21.479761,-20.0167,0,negative,other,1c6d1543dc13cb2465c63ac5de6cb4d0,bertimbau,olist
1.2991704,52.193447,0,neutral,other,1f836d160f50247a394034abd93b7c24,bertimbau,olist
56.980446,50.70308,1,negative,delivery,a835f8e62dd58cf9c07678bdd7cfb935,bertimbau,olist
-93.382805,-42.66433,2,positive,other,d92b28e1533de65ba31b2d6756a72faf,bertimbau,olist
15.90438,9.353014,1,positive,product,b66f1f980a4832698b613bcce72bb779,bertimbau,olist
13.93544,5.0590715,1,negative,other,782be3066f784bbc0a5f4f5256172488,bertimbau,olist
93.74267,6.1600056,1,negative,other,1489ef235189b9e5e1a9d4308bf228bd,bertimbau,olist
-3.9692025,23.527727,3,neutral,delivery,b0ac2d014efe743e181a5e8dc9cfb8ad,bertimbau,olist
-0.35654297,-2.8903275,6,positive,delivery,edd86e0af4dc62b340c60d846643cbf9,bertimbau,olist
-4.030533,-32.02423,5,positive,product,5b6a0d5350fe3036f41d543d06eb7a5b,bertimbau,olist
-51.243935,26.801558,4,positive,delivery,18abfe82de3995ac67d737ecc8189a31,bertimbau,olist
-51.908325,14.541924,4,positive,delivery,c374da82d5c67281544168e3cfb22be3,bertimbau,olist
91.933304,24.921543,1,negative,other,bbb937e9c2b62a2205af03e8a7fed42b,bertimbau,olist
3.2816148,33.847282,0,positive,delivery,77ac6288ca3e09284cb264d6b0b4d7a2,bertimbau,olist
-65.203316,-38.59936,4,positive,other,284e9d66ebdec028eab3b817447014ac,bertimbau,olist
-45.87519,-19.815584,4,positive,product,b297a6deb0afe6ada1c2b0fe0365de83,bertimbau,olist
-39.558167,12.294888,4,positive,other,b495f6f95880a213da87b39539fefad9,bertimbau,olist
-26.991623,-19.034956,4,positive,delivery,88b1ded591cdd8c4f48c5285c7599392,bertimbau,olist
58.042995,44.511353,1,neutral,other,608e890852fc78c3854d83a0cfab8557,bertimbau,olist
70.50878,-50.168896,6,negative,other,cb0de6745dc7d44ff821eabbc2613df9,bertimbau,olist
-38.681515,44.392513,3,positive,delivery,0871369412bd49aef1b9f916700a9495,bertimbau,olist
6.3438506,-31.065536,5,positive,other,e47020cf52099bce9dc57524ea41218b,bertimbau,olist
56.417725,-49.56694,6,negative,product,71f7323f884804c6d38bbcd658e07318,bertimbau,olist
27.316233,35.230465,0,positive,other,180e67ff4510555ef7d76de7fe42c11c,bertimbau,olist
-19.210033,7.753963,4,positive,delivery,500dab66d2c2cc1b14d64d0e1aa346db,bertimbau,olist
-4.742313,-36.571796,1,positive,delivery,9e96e374304db42a8aecd4a97d53cc1b,bertimbau,olist
40.863754,74.20307,0,neutral,other,32cba2bc8e4b8a57f2063c108e2d6693,bertimbau,olist
63.9513,-56.74829,6,negative,other,86b8f28757b213a5f9888c8f31f15dc5,bertimbau,olist
56.158077,36.10759,1,negative,product,5bed105c6756af72c550e78d4e9bcba7,bertimbau,olist
-88.918304,15.869264,2,positive,delivery,21d7fa60f781a98de43940c2573d07ee,bertimbau,olist
-44.99919,-56.857456,5,positive,product,3e0449b3abd6563eef3fab99a2e5a9ec,bertimbau,olist
-69.01388,54.00913,3,positive,product,19205689f830b4a8f7372c7655e7c4a7,bertimbau,olist
-13.926615,-49.033356,4,positive,delivery,073075873e2d7603248cfc951ad7c2c8,bertimbau,olist
-5.605396,-9.037183,5,positive,other,505f890341880ff7158b09cabfd90ece,bertimbau,olist
22.809721,34.197227,3,positive,other,f8629b549f7dbe5911ac684cd67b75ad,bertimbau,olist
-68.680435,-28.749496,4,positive,delivery,2f17f8ffe35062ac9d76c4dde9c181eb,bertimbau,olist
80.142105,66.73394,1,neutral,product,cb0afd21795569cda373d39c5a0ca502,bertimbau,olist
62.610294,19.89888,1,negative,product,d34ad0ccdfa8649968e8eb3cac55e8b4,bertimbau,olist
-31.24439,-25.106792,4,positive,delivery,12f226601192062b644b158e0af9e723,bertimbau,olist
54.334496,25.337965,1,negative,product,2d0d80576ee9bbab49cc108d9ec7a0fb,bertimbau,olist
-43.276016,52.561977,3,positive,delivery,c70f661829da37bccaeda6bcb6aed01e,bertimbau,olist
68.47246,31.53785,1,negative,support,45d1572f5bfca2707ae6748265f8169a,bertimbau,olist
-53.11246,-19.491325,4,positive,product,cca1567911b8150cfda5ce46e6a8ad7a,bertimbau,olist
72.141266,-49.01943,6,negative,other,8f16e30ff188fe57a427fee7afb60c90,bertimbau,olist
3.5635717,28.719776,3,negative,delivery,a099d25e117c98a5d7ae5b70119b7f32,bertimbau,olist
-46.725643,-33.80232,4,positive,delivery,90d7c8c2bc4d1328995149f3fd6ea941,bertimbau,olist
29.836596,-67.75733,6,positive,other,294845299f875a2abb84852d4c5be77b,bertimbau,olist
-86.48184,-47.287426,2,positive,other,83f2d758c5e31f14e3d8ce9bff55780e,bertimbau,olist
34.947517,90.64715,3,negative,product,f43eeb6bb515e7c94635efb799ac5901,bertimbau,olist
-5.0915904,-10.682978,4,positive,delivery,4ba573578ef9ba73205025d483690779,bertimbau,olist
-48.61623,24.50979,3,positive,delivery,94d950a41403f4a115ab713488ddb3cd,bertimbau,olist
-19.09505,-48.450554,4,positive,delivery,56f8b1f478a87c6604588ad148e61ca8,bertimbau,olist
-69.77574,-61.421455,4,negative,product,7b66de927426b71a817aa36df5e8a0b3,bertimbau,olist
-9.8782215,-72.84745,5,positive,product,a425fade0a366210ed595648f21cb93d,bertimbau,olist
-45.766518,86.42183,3,positive,delivery,7f2c8f10a5eec4375a11cbcb3573310d,bertimbau,olist
35.857216,-53.022938,6,positive,other,c68c027ea1d9979f147099c68efd93e6,bertimbau,olist
82.87264,-38.024338,6,neutral,product,d2b2e7612330948a735af300611bb922,bertimbau,olist
66.896416,2.992136,1,negative,product,bde05133984518116b3d77d994e375d3,bertimbau,olist
63.629997,84.97807,1,negative,other,253662a4cd78b84ca6547d0359fe90f6,bertimbau,olist
37.80867,4.8381433,1,negative,delivery,24203dee295cf23bd24b7ace9bca261f,bertimbau,olist
90.72393,0.5042541,1,neutral,product,38bcaf95057f842c3b64408733eaab1b,bertimbau,olist
-2.5183828,30.935167,3,negative,delivery,4f3d4af8f472d4ccd334d4222c4e9ef4,bertimbau,olist
-11.318048,-79.68072,5,negative,product,8bc4d875dbab927e9190060688edc80f,bertimbau,olist
-71.37206,6.781486,4,positive,delivery,cf8b4347ae76e6b7992a8c63f3d51774,bertimbau,olist
