x,y,cluster,sentiment,topic_proxy,review_id,model_key,dataset_key
-0.0022940934,0.45335045,0,negative,other,1c6d1543dc13cb2465c63ac5de6cb4d0,bertimbau,olist
-0.24463502,0.46592417,0,neutral,other,1f836d160f50247a394034abd93b7c24,bertimbau,olist
0.25756958,-0.12863517,1,negative,delivery,a835f8e62dd58cf9c07678bdd7cfb935,bertimbau,olist
-0.40598077,0.06665701,2,positive,other,d92b28e1533de65ba31b2d6756a72faf,bertimbau,olist
0.089282446,-0.01538378,1,positive,product,b66f1f980a4832698b613bcce72bb779,bertimbau,olist
0.15897253,-0.031203926,1,negative,other,782be3066f784bbc0a5f4f5256172488,bertimbau,olist
0.3270998,0.025031835,1,negative,other,1489ef235189b9e5e1a9d4308bf228bd,bertimbau,olist
0.066174306,-0.09576458,3,neutral,delivery,b0ac2d014efe743e181a5e8dc9cfb8ad,bertimbau,olist
0.036339216,0.016785413,6,positive,delivery,edd86e0af4dc62b340c60d846643cbf9,bertimbau,olist
0.20733538,-0.057097554,5,positive,product,5b6a0d5350fe3036f41d543d06eb7a5b,bertimbau,olist
-0.1836966,-0.22609842,4,positive,delivery,18abfe82de3995ac67d737ecc8189a31,bertimbau,olist
-0.13107261,-0.31149763,4,positive,delivery,c374da82d5c67281544168e3cfb22be3,bertimbau,olist
0.39723355,0.03513336,1,negative,other,bbb937e9c2b62a2205af03e8a7fed42b,bertimbau,olist
-0.0824011,0.25887316,0,positive,delivery,77ac6288ca3e09284cb264d6b0b4d7a2,bertimbau,olist
-0.1347354,-0.17126533,4,positive,other,284e9d66ebdec028eab3b817447014ac,bertimbau,olist
-0.077385366,-0.30868608,4,positive,product,b297a6deb0afe6ada1c2b0fe0365de83,bertimbau,olist
-0.04845926,-0.24468213,4,positive,other,b495f6f95880a213da87b39539fefad9,bertimbau,olist
0.14109659,-0.32939535,4,positive,delivery,88b1ded591cdd8c4f48c5285c7599392,bertimbau,olist
0.3463506,0.102641046,1,neutral,other,608e890852fc78c3854d83a0cfab8557,bertimbau,olist
0.19790137,0.20484987,6,negative,other,cb0de6745dc7d44ff821eabbc2613df9,bertimbau,olist
-0.11657057,-0.084833026,3,positive,delivery,0871369412bd49aef1b9f916700a9495,bertimbau,olist
-0.08424378,0.13435262,5,positive,other,e47020cf52099bce9dc57524ea41218b,bertimbau,olist
0.06885723,0.23035769,6,negative,product,71f7323f884804c6d38bbcd658e07318,bertimbau,olist
0.017905489,0.20018935,0,positive,other,180e67ff4510555ef7d76de7fe42c11c,bertimbau,olist
0.119145475,-0.17069751,4,positive,delivery,500dab66d2c2cc1b14d64d0e1aa346db,bertimbau,olist
0.1439915,-0.08726716,1,positive,delivery,9e96e374304db42a8aecd4a97d53cc1b,bertimbau,olist
