model_key,seed,k,silhouette_cosine,calinski_harabasz,davies_bouldin,inertia
multilingual_minilm,11,7,0.1008209511637687,1894.2367209272336,3.0731479072925727,18676.2578125
multilingual_minilm,21,7,0.099100537598133,1909.894391307112,2.9886142173691685,18639.734375
multilingual_minilm,42,7,0.0992936119437217,1909.8911346400769,2.9886500051319325,18639.75
multilingual_minilm,84,7,0.0992079079151153,1909.88508626795,2.9874837138484134,18639.748046875
