model_key,projection,silhouette_sentiment,silhouette_topic_proxy,delta_topic_minus_sentiment,n_rows
multilingual_minilm,PCA,0.12793485820293427,-0.15321125090122223,-0.2811461091041565,36567
multilingual_minilm,UMAP,-0.0016025417717173696,-0.17017243802547455,-0.16856989625375718,36567
multilingual_minilm,tSNE,0.06731641292572021,-0.13378725945949554,-0.20110367238521576,36567
