cluster_id,size,mean_cosine_similarity_to_centroid,dispersion,negative_ratio,model_key,z_negative,dense_flag,island_flag
3,6392,0.5681243538856506,0.43187564611434937,0.5183041301627034,multilingual_minilm,40.388869418709454,False,False
2,7639,0.6743579506874084,0.32564204931259155,0.7520617881921717,multilingual_minilm,89.21291479110594,False,False
0,4207,0.7021507620811462,0.29784923791885376,0.15212740670311387,multilingual_minilm,-19.615518960050238,False,False
5,4999,0.7140871286392212,0.2859128713607788,0.04120824164832967,multilingual_minilm,-38.67862992939334,False,False
4,3645,0.7164506316184998,0.28354936838150024,0.08367626886145405,multilingual_minilm,-27.372915080148683,True,False
6,4856,0.7762174010276794,0.22378259897232056,0.060955518945634266,multilingual_minilm,-35.08645123961975,True,False
1,4829,0.7842734456062317,0.2157265543937683,0.01490991923793746,multilingual_minilm,-42.045797956678875,True,False
