model_key,seed,k,silhouette_cosine,calinski_harabasz,davies_bouldin,inertia
multilingual_minilm,11,7,0.10082095116376877,1894.2367209272336,3.0731479072925727,18676.2578125
multilingual_minilm,21,7,0.09910053759813309,1909.8943913071118,2.9886142173691685,18639.734375
multilingual_minilm,42,7,0.09929361194372177,1909.8911346400766,2.9886500051319325,18639.75
multilingual_minilm,84,7,0.09920790791511536,1909.88508626795,2.9874837138484134,18639.748046875
