model_key,n_clusters,global_negative_ratio,cluster_negative_ratio_std,negative_homophily_k20,negative_homophily_excess_k20,negative_island_count,negative_island_mass,topic_dispersion_mean,sentiment_dispersion_mean,kmeans_purity_topic_proxy,kmeans_purity_sentiment,rq_signal
multilingual_minilm,7,0.2892498701014576,0.28682155014895705,0.7031010683558665,0.4138511982544089,0,0.0,0.4984759023001182,0.647221859214412,0.5625837503760222,0.791724779172478,diffuse
