cluster_id,estimate,ci_low,ci_high,n,model_key
2,0.7520617881921717,0.7419819348082209,0.7621449142557927,7639,multilingual_minilm
3,0.5183041301627034,0.5056242177722152,0.5295799436795995,6392,multilingual_minilm
0,0.15212740670311387,0.14261944378416924,0.1642560019015926,4207,multilingual_minilm
4,0.08367626886145405,0.07351851851851852,0.09190672153635117,3645,multilingual_minilm
6,0.060955518945634266,0.05415980230642504,0.06796231466227348,4856,multilingual_minilm
5,0.04120824164832967,0.036207241448289657,0.04700940188037608,4999,multilingual_minilm
1,0.01490991923793746,0.011389521640091117,0.018228411679436732,4829,multilingual_minilm
